TargetNb	targetID	Chromosome	Start	End
1938	Control_g193.8	GL350168	220100	220302
1939	Control_g193.9	GL350168	220387	220609
1940	Control_g193.2	GL350168	220674	220786
1941	Control_g141.2	GL350173	93328	93423
1942	Control_g141.3	GL350173	94337	94450
1943	Control_g141.4	GL350173	206460	207244
1944	Control_g141.1	GL350173	207320	207398
1945	Control_g52.5	GL350175	107582	108087
1946	Control_g52.2	GL350175	109762	109845
1947	Control_g52.4	GL350175	110325	110508
1948	Control_g52.3	GL350175	110576	110727
1949	Control_g52.1	GL350175	111879	111908
1950	Control_g35.5	GL350175	116883	117277
1951	Control_g35.3	GL350175	117337	117532
1952	Control_g35.4	GL350175	117620	117830
1953	Control_g35.2	GL350175	118686	118850
1954	Control_g35.1	GL350175	119488	119595
1955	Control_g35.6	GL350175	119694	120152
1956	PMT_253	GL350183	40833	40987
1957	Gr_g35.4	GL350183	41782	41874
1958	Gr_g35.5	GL350183	42039	42107
1959	Gr_g35.1	GL350183	44401	45043
1960	PMT_260	GL350183	46242	46292
1961	PMT_259	GL350183	46461	46511
1962	PMT_258	GL350183	48521	48571
1963	Gr_g33.3	GL350183	51463	51582
1964	Gr_g33.1	GL350183	53004	53646
1965	Gr_g33.2	GL350183	55478	55749
1966	PMT_257	GL350183	56224	56274
1967	PMT_256	GL350183	56468	56518
1968	PMT_251	GL350183	57513	57667
1969	Gr_g32.4	GL350183	57993	58085
1970	Gr_g32.1	GL350183	61040	61682
1971	Gr_g31.3	GL350183	67121	67240
1972	Gr_g31.5	GL350183	67994	68062
1973	Gr_g31.1	GL350183	68878	69520
1974	Gr_g31.2	GL350183	71140	71411
1975	PMT_249	GL350183	72107	72157
1976	PMT_248	GL350183	73403	73453
1977	PMT_247	GL350183	73629	73707
1978	PMT_245	GL350183	73838	73888
1979	PMT_244	GL350183	74007	74057
1980	Control_g210.6	GL350185	21652	22237
1981	Control_g210.1	GL350185	22696	22727
1982	Control_g210.2	GL350185	23063	23128
1983	Control_g210.4	GL350185	23198	23495
1984	Control_g210.3	GL350185	23556	23720
1985	Control_g210.5	GL350185	25682	26216
1986	SP_g1.3	GL350189	24484	24582
1987	SP_g1.4	GL350189	24645	24721
1988	SP_g1.1	GL350189	24802	25064
1989	SP_g1.2	GL350189	25457	25662
1990	P450_g11.1	GL350193	82179	82707
1991	P450_g11.5	GL350193	82912	83093
1992	P450_g11.4	GL350193	83653	83856
1993	P450_g11.6	GL350193	83984	84117
1994	P450_g11.2	GL350193	84219	84434
1995	P450_g11.3	GL350193	84505	84717
1996	PMT_261	GL350213	56413	56463
1997	PMT_262	GL350213	57315	57365
1998	PMT_263	GL350213	58129	58179
1999	Gr_g36.2	GL350213	58918	59189
2000	Control_g156.9	GL350213	86909	87225
2001	Control_g156.8	GL350213	87297	87573
2002	Control_g156.3	GL350213	87658	87824
2003	Control_g156.7	GL350213	87892	88123
2004	Control_g156.10	GL350213	88204	88590
2005	Control_g156.6	GL350213	88648	88872
2006	Control_g156.1	GL350213	88940	89006
2007	Control_g156.5	GL350213	89081	89280
2008	Control_g156.4	GL350213	89353	89550
2009	Control_g156.2	GL350213	89624	89752
2010	Control_g147.1	GL350213	121520	121603
2011	Control_g147.3	GL350213	123556	123738
2012	Control_g147.5	GL350213	124951	125194
2013	Control_g147.6	GL350213	127229	127510
2014	Control_g125.11	GL350219	168883	169047
2015	Control_g125.2	GL350219	172197	172268
2016	Control_g125.9	GL350219	178906	179044
2017	Control_g125.13	GL350219	186256	186478
2018	Control_g125.6	GL350219	187544	187659
2019	Control_g125.8	GL350219	187738	187863
2020	Control_g125.4	GL350219	194628	194727
2021	Control_g125.1	GL350219	194813	194857
2022	Control_g125.7	GL350219	194992	195115
2023	Control_g125.5	GL350219	195837	195940
2024	Control_g125.3	GL350219	196291	196387
2025	Control_g125.10	GL350219	196452	196601
2026	Control_g125.12	GL350219	196673	196850
2027	Control_g125.14	GL350219	196929	197559
2028	Or_g21.1	GL350232	73486	74212
2029	Or_g21.4	GL350232	74524	74593
2030	Or_g21.3	GL350232	75678	75777
2031	Or_g21.2	GL350232	75840	75959
2032	Or_g20.1	GL350232	77391	78117
2033	Or_g20.2	GL350232	79005	79074
2034	Control_g62.5	GL350234	138115	138334
2035	Control_g62.3	GL350234	138560	138688
2036	Control_g62.10	GL350234	138979	139338
2037	Control_g62.6	GL350234	140486	140710
2038	Control_g62.2	GL350234	140898	141000
2039	Control_g62.1	GL350234	142599	142700
2040	Control_g62.4	GL350234	143193	143392
2041	Control_g62.11	GL350234	145166	145556
2042	Control_g62.9	GL350234	147950	148279
2043	Control_g62.7	GL350234	150090	150334
2044	Control_g62.12	GL350234	152173	152784
2045	Control_g62.8	GL350234	157812	158096
2046	Control_g102.1	GL350240	356500	356685
2047	Control_g102.2	GL350240	357728	358247
2048	Control_g102.3	GL350240	358319	358939
2049	P450_g34.4	GL350242	20590	20810
2050	P450_g34.5	GL350242	21078	21272
2051	P450_g28.6	GL350242	24057	24246
2052	P450_g28.2	GL350242	24316	24585
2053	Or_g57.1	GL350248	6314	7055
2054	PMT_583	GL350248	28910	28960
2055	PMT_584	GL350248	29474	29524
2056	PMT_586	GL350248	30461	30511
2057	PMT_587	GL350248	31446	31496
2058	Or_g60.5	GL350248	32908	33004
2059	Or_g60.4	GL350248	34231	34330
2060	Or_g60.6	GL350248	37373	37423
2061	Or_g77.6	GL350248	130385	130450
2062	Or_g77.3	GL350248	132322	132447
2063	Gr_g8.4	GL350249	46659	46721
2064	Gr_g8.2	GL350249	46872	46961
2065	Gr_g8.3	GL350249	48564	48632
2066	Gr_g8.1	GL350249	48790	49737
2067	PMT_165	GL350249	49818	49868
2068	PMT_164	GL350249	49954	50031
2069	PMT_162	GL350249	50073	50123
2070	PMT_161	GL350249	50350	50400
2071	PMT_160	GL350249	50749	50799
2072	PMT_159	GL350249	51872	51922
2073	PMT_158	GL350249	52294	52344
2074	Gr_g9.4	GL350249	53055	53117
2075	Gr_g9.2	GL350249	53195	53284
2076	Gr_g9.3	GL350249	53371	53439
2077	Gr_g9.1	GL350249	54919	55929
2078	PMT_172	GL350249	56277	56327
2079	PMT_171	GL350249	56528	56578
2080	PMT_170	GL350249	56963	57013
2081	PMT_169	GL350249	58225	58275
2082	PMT_168	GL350249	58279	58335
2083	PMT_166	GL350249	58856	58906
2084	Control_g80.4	GL350249	128058	128427
2085	Control_g80.3	GL350249	128539	128761
2086	Control_g80.2	GL350249	128828	129001
2087	Control_g80.1	GL350249	129064	129232
2088	Control_g80.5	GL350249	129475	129936
2089	Gr_g11.4	GL350249	156816	156881
2090	Gr_g11.2	GL350249	157027	157116
2091	Gr_g11.3	GL350249	159422	159490
2092	Gr_g11.1	GL350249	160538	161587
2093	PMT_178	GL350249	161632	161682
2094	PMT_177	GL350249	162682	162732
2095	Gr_g10.4	GL350249	162755	162808
2096	PMT_176	GL350249	163803	163853
2097	PMT_175	GL350249	164272	164322
2098	Gr_g10.2	GL350249	164476	164565
2099	Gr_g10.3	GL350249	164689	164757
2100	Gr_g10.1	GL350249	166044	166997
2101	PMT_174	GL350249	167477	167527
2102	PMT_173	GL350249	168550	168600
2103	CSP_g5.2	GL350250	40888	41096
2104	CSP_g5.1	GL350250	41683	41911
2105	PMT_91	GL350250	41920	41970
2106	PMT_90	GL350250	42242	42292
2107	PMT_89	GL350250	42686	42736
2108	PMT_88	GL350250	43480	43530
2109	PMT_87	GL350250	44273	44323
2110	PMT_86	GL350250	44477	44527
2111	PMT_85	GL350250	44537	44587
2112	CSP_g1.2	GL350250	52100	52326
2113	CSP_g1.1	GL350250	61060	61498
2114	CSP_g7.2	GL350250	73909	74105
2115	CSP_g7.1	GL350250	75389	75587
2116	PMT_99	GL350250	75701	75751
2117	PMT_100	GL350250	76992	77042
2118	PMT_101	GL350250	77369	77419
2119	Control_g77.9	GL350254	51176	51416
2120	Control_g77.4	GL350254	53666	53845
2121	Control_g77.12	GL350254	54155	54504
2122	Control_g77.5	GL350254	54668	54851
2123	Control_g77.8	GL350254	54930	55155
2124	Control_g77.7	GL350254	55217	55428
2125	Control_g77.2	GL350254	55493	55636
2126	Control_g77.3	GL350254	55828	55984
2127	Control_g77.10	GL350254	56048	56332
2128	Control_g77.1	GL350254	57012	57110
2129	Control_g77.13	GL350254	57204	57768
2130	Gr_g6.2	GL350254	66011	66258
2131	PMT_157	GL350254	66960	67010
2132	PMT_156	GL350254	67371	67421
2133	PMT_154	GL350254	68362	68412
2134	PMT_153	GL350254	68422	68472
2135	PMT_152	GL350254	69128	69211
2136	Gr_g57.3	GL350254	247671	247790
2137	Gr_g57.4	GL350254	248005	248097
2138	Gr_g57.5	GL350254	248206	248274
2139	Gr_g57.1	GL350254	251178	251811
2140	Gr_g57.2	GL350254	252823	253109
2141	PMT_325	GL350254	253144	253194
2142	PMT_324	GL350254	254657	254707
2143	PMT_323	GL350254	255017	255067
2144	PMT_322	GL350254	255677	255727
2145	P450_g15.11	GL350257	41030	41096
2146	P450_g15.5	GL350257	41171	41280
2147	P450_g15.7	GL350257	41529	41619
2148	P450_g15.2	GL350257	41761	41949
2149	P450_g15.6	GL350257	46005	46111
2150	P450_g15.9	GL350257	46204	46272
2151	P450_g15.3	GL350257	46760	46938
2152	P450_g15.1	GL350257	47028	47227
2153	P450_g14.6	GL350257	59968	60088
2154	P450_g14.7	GL350257	60168	60277
2155	P450_g14.9	GL350257	62105	62195
2156	P450_g14.2	GL350257	62334	62522
2157	P450_g14.11	GL350257	62694	62766
2158	P450_g14.5	GL350257	63753	63879
2159	P450_g14.10	GL350257	65426	65504
2160	P450_g14.8	GL350257	65624	65730
2161	P450_g14.12	GL350257	65822	65890
2162	P450_g14.1	GL350257	66648	66847
2163	P450_g13.6	GL350257	73692	73812
2164	P450_g13.7	GL350257	73888	73997
2165	P450_g13.9	GL350257	75061	75151
2166	P450_g13.2	GL350257	75290	75478
2167	P450_g13.5	GL350257	76425	76551
2168	P450_g13.10	GL350257	78425	78503
2169	P450_g13.4	GL350257	79113	79281
2170	P450_g13.1	GL350257	79653	79852
2171	Control_g61.4	GL350260	23933	24033
2172	Control_g61.5	GL350260	25486	25638
2173	Control_g138.1	GL350260	30874	31229
2174	Control_g61.12	GL350260	142075	142873
2175	Control_g61.7	GL350260	142943	143123
2176	Control_g61.2	GL350260	143208	143291
2177	Control_g61.6	GL350260	143831	143992
2178	Control_g61.1	GL350260	144062	144143
2179	Control_g61.10	GL350260	144230	144627
2180	Control_g61.9	GL350260	157976	158227
2181	Control_g61.11	GL350260	158363	158947
2182	Control_g61.8	GL350260	159092	159279
2183	Control_g61.3	GL350260	162358	162444
2184	IR_g4.9	GL350264	201189	201323
2185	IR_g4.2	GL350264	201458	201709
2186	IR_g4.13	GL350264	203542	203640
2187	IR_g4.6	GL350264	204899	205060
2188	IR_g4.8	GL350264	205191	205337
2189	IR_g4.10	GL350264	206913	207041
2190	IR_g4.7	GL350264	209175	209330
2191	IR_g4.5	GL350264	210004	210168
2192	IR_g4.12	GL350264	211093	211191
2193	IR_g4.11	GL350264	211269	211382
2194	IR_g4.4	GL350264	212318	212488
2195	IR_g4.3	GL350264	213027	213236
2196	IR_g4.1	GL350264	214167	214463
2197	PMT_642	GL350264	214463	214965
2198	Control_g121.1	GL350267	44976	45120
2199	Control_g121.2	GL350267	47383	47547
2200	Control_g121.3	GL350267	47631	47915
2201	Control_g56.7	GL350269	133778	134017
2202	Control_g56.4	GL350269	134663	134831
2203	Control_g56.2	GL350269	155140	155276
2204	Control_g56.6	GL350269	155347	155577
2205	Control_g56.8	GL350269	157114	157353
2206	Control_g56.1	GL350269	157701	157745
2207	Control_g56.5	GL350269	158004	158172
2208	Control_g56.3	GL350269	158662	158804
2209	Control_g89.4	GL350272	152983	153348
2210	Control_g89.3	GL350272	155673	155827
2211	Control_g89.2	GL350272	156852	156975
2212	Control_g89.1	GL350272	157130	157223
2213	P450_g25.8	GL350286	203615	203662
2214	P450_g25.7	GL350286	203867	203934
2215	P450_g25.6	GL350286	209479	209571
2216	P450_g25.1	GL350286	210810	211804
2217	P450_g25.5	GL350286	211907	212131
2218	P450_g25.2	GL350286	212877	213128
2219	P450_g25.3	GL350286	213208	213380
2220	P450_g26.2	GL350286	222372	222730
2221	P450_g26.1	GL350286	224286	224885
2222	P450_g26.5	GL350286	226940	227164
2223	P450_g26.4	GL350286	230702	230953
2224	P450_g26.3	GL350286	231067	231397
2225	PMT_649	GL350295	74277	74777
2226	IR_g11.11	GL350295	74777	74993
2227	IR_g11.10	GL350295	76477	76629
2228	IR_g11.12	GL350295	76718	76834
2229	IR_g11.1	GL350295	78061	78498
2230	IR_g11.6	GL350295	78829	79002
2231	IR_g11.3	GL350295	79531	79764
2232	IR_g11.13	GL350295	80213	80320
2233	IR_g11.17	GL350295	80832	80900
2234	IR_g11.16	GL350295	80980	81060
2235	IR_g11.7	GL350295	84473	84637
2236	IR_g11.4	GL350295	87526	87750
2237	IR_g11.5	GL350295	89353	89538
2238	IR_g11.15	GL350295	89606	89689
2239	IR_g11.2	GL350295	90268	90579
2240	Control_g109.1	GL350305	44149	44239
2241	Control_g109.3	GL350305	44380	44540
2242	Control_g109.4	GL350305	45565	45812
2243	Control_g109.7	GL350305	47950	48293
2244	Control_g109.2	GL350305	49812	49924
2245	Control_g109.6	GL350305	59040	59363
2246	Control_g109.5	GL350305	104829	105089
2247	Control_g10.7	GL350312	51643	51886
2248	Control_g10.5	GL350312	53618	53805
2249	Control_g10.4	GL350312	57621	57803
2250	Control_g10.2	GL350312	59115	59281
2251	Control_g10.1	GL350312	59362	59446
2252	Control_g10.6	GL350312	59605	59802
2253	Control_g10.8	GL350312	60701	60964
2254	Control_g10.3	GL350312	61203	61374
2255	Control_g10.9	GL350312	67032	67351
2256	Or_g9.6	GL350313	8994	9053
2257	Or_g9.2	GL350313	9262	9420
2258	Or_g9.3	GL350313	9516	9635
2259	Or_g9.4	GL350313	9711	9810
2260	Or_g9.5	GL350313	10120	10198
2261	Or_g9.1	GL350313	12045	12822
2262	PMT_408	GL350313	13073	13123
2263	PMT_407	GL350313	14631	14681
2264	PMT_406	GL350313	15354	15404
2265	PMT_405	GL350313	15893	15943
2266	Control_g202.13	GL350317	151021	151481
2267	Control_g202.2	GL350317	152478	152562
2268	Control_g202.8	GL350317	152796	152936
2269	Control_g202.9	GL350317	152994	153165
2270	Control_g202.1	GL350317	153325	153362
2271	Control_g202.3	GL350317	154864	154954
2272	Control_g202.4	GL350317	155463	155554
2273	Control_g202.7	GL350317	158289	158416
2274	Control_g202.10	GL350317	162987	163188
2275	Control_g202.11	GL350317	164053	164262
2276	Control_g202.6	GL350317	164351	164448
2277	Control_g202.5	GL350317	164599	164693
2278	Control_g202.12	GL350317	165574	165813
2279	Control_g70.3	GL350318	144383	144567
2280	Control_g70.2	GL350318	148564	148679
2281	Control_g70.5	GL350318	153002	153305
2282	Control_g70.1	GL350318	154569	154626
2283	Control_g4.1	GL350330	223681	224329
2284	Control_g4.2	GL350330	224413	225102
2285	Control_g58.8	GL350330	226377	226885
2286	Control_g58.7	GL350330	226977	227271
2287	Control_g58.5	GL350330	227379	227572
2288	Control_g58.4	GL350330	227632	227765
2289	Control_g58.6	GL350330	227864	228137
2290	Control_g58.3	GL350330	228221	228349
2291	Control_g58.2	GL350330	228454	228568
2292	Control_g58.1	GL350330	228629	228675
2293	Or_g35.6	GL350337	116332	116400
2294	Or_g35.2	GL350337	116474	116632
2295	Or_g35.3	GL350337	116726	116848
2296	Or_g35.4	GL350337	116976	117075
2297	Or_g35.5	GL350337	117392	117461
2298	Or_g35.1	GL350337	120005	120749
2299	PMT_490	GL350337	121037	121096
2300	PMT_491	GL350337	121918	121968
2301	PMT_492	GL350337	122111	122161
2302	PMT_493	GL350337	122737	122795
2303	PMT_488	GL350337	123054	123104
2304	PMT_495	GL350337	123941	123991
2305	Or_g36.1	GL350337	124885	125626
2306	Or_g36.5	GL350337	125962	126034
2307	Or_g36.4	GL350337	127308	127407
2308	Or_g36.3	GL350337	127551	127670
2309	Or_g36.2	GL350337	127737	127895
2310	Or_g36.6	GL350337	127962	128021
2311	Control_g197.6	GL350337	187096	187348
2312	Control_g197.1	GL350337	187969	188006
2313	Control_g197.5	GL350337	188073	188246
2314	Control_g197.2	GL350337	188309	188448
2315	Control_g197.4	GL350337	188510	188678
2316	Control_g197.3	GL350337	188757	188921
2317	Control_g197.7	GL350337	188995	189382
2318	Control_g197.8	GL350337	191670	192132
2319	Control_g2.4	GL350348	82356	82502
2320	Control_g2.2	GL350348	88253	88363
2321	Control_g2.3	GL350348	88667	88798
2322	Control_g2.1	GL350348	88939	89034
2323	Control_g2.5	GL350348	89108	89465
2324	Control_g19.4	GL350354	225167	225777
2325	Control_g19.3	GL350354	226696	226903
2326	Control_g19.2	GL350354	229187	229368
2327	Control_g19.1	GL350354	230510	230606
2328	Control_g34.3	GL350355	86311	87073
2329	Control_g34.1	GL350355	101124	101223
2330	Control_g34.2	GL350355	131443	131902
2331	Gr_g69.3	GL350356	3340	3444
2332	Gr_g69.4	GL350356	4919	5011
2333	Gr_g69.5	GL350356	5165	5233
2334	Gr_g69.2	GL350356	9214	9494
2335	PMT_336	GL350356	10261	10311
2336	PMT_335	GL350356	11070	11120
2337	PMT_334	GL350356	11122	11190
2338	PMT_332	GL350356	11313	11363
2339	PMT_331	GL350356	11520	11605
2340	Gr_g68.3	GL350356	13910	14032
2341	Gr_g68.5	GL350356	17525	17592
2342	Gr_g68.1	GL350356	22899	23508
2343	Gr_g68.2	GL350356	26288	26568
2344	Gr_g66.3	GL350356	36860	36976
2345	Gr_g66.4	GL350356	38380	38472
2346	Gr_g66.5	GL350356	38626	38694
2347	Gr_g66.1	GL350356	38884	39496
2348	Gr_g66.2	GL350356	40365	40645
2349	PMT_329	GL350356	41132	41182
2350	PMT_328	GL350356	42161	42211
2351	PMT_327	GL350356	42744	42794
2352	PMT_326	GL350356	42794	42844
2353	Gr_g65.3	GL350356	46787	46909
2354	Gr_g65.5	GL350356	49435	49503
2355	Gr_g65.1	GL350356	49788	50397
2356	Gr_g64.3	GL350356	59382	59501
2357	Gr_g64.1	GL350356	61081	61702
2358	PMT_9	GL350368	7104	7154
2359	PMT_10	GL350368	8208	8258
2360	PMT_11	GL350368	8268	8318
2361	PMT_12	GL350368	8787	8837
2362	PMT_13	GL350368	9696	9791
2363	PMT_15	GL350368	9829	9888
2364	OBP_g4.4	GL350368	10104	10157
2365	OBP_g4.2	GL350368	11468	11752
2366	OBP_g4.1	GL350368	13398	13686
2367	OBP_g4.3	GL350368	13794	13873
2368	OBP_g4.5	GL350368	13965	13988
2369	Control_g107.1	GL350369	75438	77312
2370	Control_g31.11	GL350373	4495	5095
2371	Control_g31.3	GL350373	5375	5497
2372	Control_g31.1	GL350373	5647	5757
2373	Control_g31.7	GL350373	6503	6718
2374	Control_g31.5	GL350373	6779	6951
2375	Control_g31.2	GL350373	7027	7142
2376	Control_g31.10	GL350373	7207	7633
2377	Control_g31.6	GL350373	7738	7914
2378	Control_g31.4	GL350373	7968	8113
2379	Control_g31.8	GL350373	8687	9042
2380	Control_g31.9	GL350373	9347	9709
2381	OBP_g11.6	GL350374	24795	24857
2382	OBP_g11.4	GL350374	24927	24994
2383	OBP_g11.1	GL350374	25120	25231
2384	OBP_g11.7	GL350374	26436	26471
2385	OBP_g11.5	GL350374	26589	26652
2386	OBP_g11.2	GL350374	28251	28334
2387	OBP_g11.3	GL350374	30530	30600
2388	PMT_63	GL350374	31673	31723
2389	PMT_61	GL350374	32874	32924
2390	PMT_60	GL350374	33100	33150
2391	PMT_58	GL350374	53535	53585
2392	PMT_57	GL350374	105024	105074
2393	PMT_56	GL350374	152232	152282
2394	PMT_55	GL350374	157740	157790
2395	PMT_303	GL350386	60444	60494
2396	PMT_304	GL350386	74189	74239
2397	PMT_305	GL350386	74505	74555
2398	PMT_306	GL350386	80012	80062
2399	Gr_g51.3	GL350386	81099	81221
2400	PMT_307	GL350386	88313	88363
2401	PMT_308	GL350386	88514	88564
2402	PMT_309	GL350386	88645	88695
2403	Control_g208.2	GL350398	135354	135456
2404	Control_g208.7	GL350398	135524	135832
2405	Control_g208.8	GL350398	137163	137623
2406	Control_g208.5	GL350398	137718	137912
2407	Control_g208.3	GL350398	137975	138126
2408	Control_g208.6	GL350398	145023	145238
2409	Control_g208.4	GL350398	145309	145485
2410	Control_g208.1	GL350398	145632	145689
2411	P450_g66.8	GL350404	4203	4284
2412	P450_g66.3	GL350404	7167	7418
2413	P450_g66.5	GL350404	7497	7648
2414	P450_g66.2	GL350404	7718	7978
2415	P450_g66.1	GL350404	8041	8327
2416	P450_g66.7	GL350404	8405	8522
2417	P450_g66.6	GL350404	8593	8734
2418	P450_g66.4	GL350404	8820	9010
2419	Control_g54.9	GL350407	126794	127206
2420	Control_g54.7	GL350407	128908	129086
2421	Control_g54.2	GL350407	129168	129266
2422	Control_g54.6	GL350407	129334	129491
2423	Control_g54.4	GL350407	129549	129657
2424	Control_g54.3	GL350407	130265	130367
2425	Control_g54.5	GL350407	130445	130561
2426	Control_g54.8	GL350407	131598	131829
2427	Control_g54.1	GL350407	131926	132023
2428	Gr_g34.8	GL350420	49340	49453
2429	Gr_g34.9	GL350420	49538	49627
2430	Gr_g34.5	GL350420	49712	49874
2431	Gr_g34.6	GL350420	49945	50099
2432	Gr_g34.1	GL350420	51190	51464
2433	Gr_g34.3	GL350420	51616	51801
2434	Gr_g34.7	GL350420	52159	52277
2435	Gr_g34.2	GL350420	54084	54270
2436	Gr_g34.4	GL350420	54421	54583
2437	PMT_255	GL350420	55315	55365
2438	PMT_254	GL350420	56354	56403
2439	Gr_g23.8	GL350420	60872	60985
2440	Gr_g23.9	GL350420	61065	61154
2441	Gr_g23.4	GL350420	61239	61401
2442	Gr_g23.6	GL350420	61472	61626
2443	Gr_g23.1	GL350420	64770	65044
2444	Gr_g23.3	GL350420	65193	65378
2445	Gr_g23.7	GL350420	67712	67830
2446	Gr_g23.2	GL350420	68615	68810
2447	Gr_g23.5	GL350420	68952	69108
2448	PMT_216	GL350420	69357	69386
2449	Gr_g12.8	GL350420	77387	77500
2450	Gr_g12.9	GL350420	77589	77678
2451	Gr_g12.4	GL350420	77762	77924
2452	Gr_g12.6	GL350420	77995	78149
2453	Gr_g12.1	GL350420	79223	79497
2454	Gr_g12.3	GL350420	79670	79855
2455	Gr_g12.7	GL350420	80410	80528
2456	Gr_g12.2	GL350420	83010	83205
2457	Gr_g12.5	GL350420	83354	83510
2458	Gr_g1.8	GL350420	84357	84458
2459	Gr_g1.9	GL350420	84547	84636
2460	PMT_184	GL350420	84940	84990
2461	PMT_183	GL350420	85065	85115
2462	PMT_182	GL350420	85176	85226
2463	PMT_181	GL350420	85302	85352
2464	PMT_180	GL350420	85618	85668
2465	Gr_g1.4	GL350420	85790	85952
2466	Gr_g1.6	GL350420	86008	86162
2467	PMT_179	GL350420	86377	86427
2468	Gr_g1.1	GL350420	92174	92448
2469	Gr_g1.3	GL350420	94074	94259
2470	Gr_g1.7	GL350420	94715	94833
2471	Gr_g1.2	GL350420	96119	96314
2472	Gr_g1.5	GL350420	105594	105750
2473	PMT_127	GL350420	105852	105902
2474	PMT_126	GL350420	105927	105977
2475	PMT_125	GL350420	106780	106830
2476	PMT_124	GL350420	107710	107760
2477	PMT_123	GL350420	107895	107945
2478	PMT_122	GL350420	108107	108157
2479	PMT_121	GL350420	108471	108521
2480	PMT_120	GL350420	108610	108660
2481	Control_g67.10	GL350421	305345	306038
2482	Control_g67.3	GL350421	316277	316334
2483	Control_g67.5	GL350421	316697	316784
2484	Control_g67.4	GL350421	316864	316942
2485	Control_g67.6	GL350421	317015	317141
2486	Control_g67.1	GL350421	317535	317583
2487	Control_g67.8	GL350421	318326	318474
2488	Control_g67.7	GL350421	318582	318724
2489	Control_g67.2	GL350421	319160	319209
2490	Control_g67.9	GL350421	319308	319911
2491	P450_g45.3	GL350424	11992	12160
2492	P450_g45.11	GL350424	15796	15864
2493	P450_g45.8	GL350424	15949	16055
2494	P450_g45.9	GL350424	16122	16203
2495	P450_g45.5	GL350424	17508	17634
2496	P450_g45.10	GL350424	17712	17781
2497	P450_g45.1	GL350424	17849	18037
2498	P450_g45.7	GL350424	18266	18373
2499	P450_g45.6	GL350424	18685	18802
2500	Control_g46.8	GL350443	50050	50647
2501	Control_g46.2	GL350443	50712	50825
2502	Control_g46.6	GL350443	50959	51172
2503	Control_g46.3	GL350443	52112	52251
2504	Control_g46.5	GL350443	53699	53887
2505	Control_g46.4	GL350443	53968	54135
2506	Control_g46.1	GL350443	54208	54231
2507	Control_g46.7	GL350443	55843	56076
2508	Control_g96.6	GL350446	43388	43635
2509	Control_g96.5	GL350446	44313	44507
2510	Control_g96.3	GL350446	44569	44702
2511	Control_g96.4	GL350446	44773	44929
2512	Control_g96.2	GL350446	45081	45152
2513	Control_g122.5	GL350449	314694	315104
2514	Control_g122.3	GL350449	326983	327183
2515	Control_g122.4	GL350449	327273	327631
2516	Control_g122.1	GL350449	327701	327794
2517	Control_g122.2	GL350449	327867	328034
2518	Control_g90.4	GL350449	417092	417446
2519	Control_g90.1	GL350449	417511	417642
2520	Control_g90.2	GL350449	417708	417927
2521	Control_g90.3	GL350449	418005	418254
2522	P450_g18.1	GL350455	110820	112123
2523	P450_g18.3	GL350455	114748	114972
2524	P450_g18.2	GL350455	115220	115471
2525	P450_g18.4	GL350455	115608	115783
2526	PMT_31	GL350458	18227	18277
2527	PMT_32	GL350458	19216	19266
2528	PMT_33	GL350458	19817	19907
2529	PMT_36	GL350458	20100	20150
2530	OBP_g7.5	GL350458	20231	20303
2531	OBP_g7.3	GL350458	20603	20688
2532	OBP_g7.2	GL350458	23173	23278
2533	OBP_g7.6	GL350458	26349	26413
2534	OBP_g7.8	GL350458	26490	26525
2535	OBP_g7.1	GL350458	26591	26717
2536	OBP_g7.4	GL350458	28689	28774
2537	OBP_g7.9	GL350458	30445	30472
2538	OBP_g7.7	GL350458	30543	30601
2539	PMT_644	GL350477	307230	307730
2540	IR_g6.1	GL350477	307730	308155
2541	IR_g6.2	GL350477	309320	309664
2542	IR_g6.9	GL350477	310379	310495
2543	IR_g6.6	GL350477	310917	311093
2544	IR_g6.3	GL350477	311134	311439
2545	IR_g6.5	GL350477	311959	312168
2546	IR_g6.8	GL350477	313165	313290
2547	IR_g6.7	GL350477	313350	313520
2548	IR_g6.4	GL350477	313675	313947
2549	PMT_645	GL350477	345924	346424
2550	IR_g7.9	GL350477	346424	346495
2551	IR_g7.1	GL350477	348984	349340
2552	IR_g7.2	GL350477	349891	350244
2553	IR_g7.4	GL350477	350760	350999
2554	IR_g7.5	GL350477	351744	351959
2555	IR_g7.6	GL350477	353149	353349
2556	IR_g7.7	GL350477	353382	353549
2557	IR_g7.3	GL350477	353859	354158
2558	Control_g50.1	GL350483	18008	18300
2559	Control_g50.2	GL350483	18547	19845
2560	P450_g52.3	GL350485	11921	12117
2561	P450_g52.2	GL350485	15887	16141
2562	P450_g52.1	GL350485	20549	20937
2563	P450_g52.8	GL350485	21862	21970
2564	P450_g52.4	GL350485	22338	22518
2565	P450_g52.7	GL350485	22576	22693
2566	P450_g52.6	GL350485	22909	23050
2567	P450_g52.5	GL350485	23121	23290
2568	Control_g131.4	GL350487	35578	35741
2569	Control_g131.7	GL350487	38565	39064
2570	Control_g131.5	GL350487	39172	39589
2571	Control_g131.2	GL350487	46405	46561
2572	Control_g131.3	GL350487	46694	46855
2573	Control_g131.1	GL350487	46940	47076
2574	Control_g131.6	GL350487	47136	47633
2575	Control_g39.4	GL350493	22271	22838
2576	Control_g39.2	GL350493	22901	22965
2577	Control_g39.3	GL350493	23502	23694
2578	Control_g39.1	GL350493	23772	23815
